-1.48302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 0 0 0 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 0 0 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 0 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 0 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 1.15665 0 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 1.15665 -3.68656 0 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 1.15665 -3.68656 -1.91025 0 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 1.15665 -3.68656 -1.91025 -1.15873 0 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 1.15665 -3.68656 -1.91025 -1.15873 -0.638555 0 0 0 0 
-1.48302 -1.10405 -0.612088 -0.20832 -2.91423 -2.44915 -0.428971 1.15665 -3.68656 -1.91025 -1.15873 -0.638555 0 0 -2.11009 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
